RR,,,,,,,,,,MLFQ,,,,,,,
,,,,,,,,,,,,,,,,,
prom_N,,,Prom_q_10,,,prom_q_100,,,,prom_N,,,prom_q_10,,,prom_q_100,
io,cpu,,io,cpu,,io,cpu,,,io,cpu,,io,cpu,,io,cpu
32.8235294117647,73753,,332.730769230769,6929.37931034483,,2973.33333333333,169.6,,,32.7692307692308,73332.8,,332.730769230769,6929.76666666667,,3088.33333333333,341.137931034483
