,,,,,,,
prom_N,,,prom_q_10,,,prom_q_100,
cpu1,cpu2,,cpu1,cpu2,,cpu1,cpu2
36874,"36794,8333333333",,3644,"3658,06896551724",,"315,071428571429","327,481481481481"
